classification,match_kind,oem_name,recovered_names,oem_instructions,recovered_instructions,instruction_ratio,instruction_delta,oem_bytes,recovered_bytes,oem_branches,recovered_branches,oem_calls,recovered_calls,oem_returns,recovered_returns,oem_relocations,recovered_relocations,missing_replacement_targets
larger,exact_name,adjust_exposure,adjust_exposure,52,71,1.365385,19,208,284,2,3,3,4,0,1,8,8,
larger,exact_name,frame_channel_vidioc_streamoff,frame_channel_vidioc_streamoff,51,80,1.568627,29,204,320,0,0,6,6,1,1,14,16,
larger,exact_name,sinter_strength,sinter_strength,50,89,1.780000,39,200,356,8,9,2,2,1,1,6,10,
larger,exact_name,test_pattern_enable,test_pattern_enable,50,77,1.540000,27,200,308,7,8,4,4,1,1,7,8,
larger,exact_name,histogramspace_to_gamma_space,histogramspace_to_gamma_space,50,76,1.520000,26,200,304,4,8,5,2,1,1,4,4,
larger,exact_name,temper_strength,temper_strength,49,80,1.632653,31,196,320,8,9,2,2,1,1,6,10,
larger,exact_name,apical_frame_buffer_configure_temper,apical_frame_buffer_configure_temper,49,75,1.530612,26,196,300,1,0,10,11,0,1,6,22,
larger,replacement,apical_isp_gamma_g_attr.isra.0,apical_isp_gamma_g_attr,47,84,1.787234,37,188,336,2,3,3,3,1,1,8,8,
larger,exact_name,apical_event_queue_pop,apical_event_queue_pop,47,80,1.702128,33,188,320,5,7,1,1,2,1,8,14,
larger,exact_name,sensor_load_array_sequence,sensor_load_array_sequence,46,66,1.434783,20,184,264,4,4,2,2,1,1,4,4,
larger,exact_name,tx_isp_remove,tx_isp_remove,46,62,1.347826,16,184,248,0,0,8,8,1,1,16,16,
larger,exact_name,defect_pixel_initialize,defect_pixel_initialize,45,80,1.777778,35,180,320,0,0,8,8,1,1,4,16,
larger,exact_name,release_tx_isp_csi_device,release_tx_isp_csi_device,45,74,1.644444,29,180,296,1,2,4,7,0,1,12,16,
larger,exact_name,defect_pixel_fsm_process_event,defect_pixel_fsm_process_event,44,86,1.954545,42,176,344,10,11,2,4,1,1,5,8,
larger,exact_name,dis_fsm_process_event,dis_fsm_process_event,44,83,1.886364,39,176,332,10,11,2,4,1,1,5,8,
larger,exact_name,fifo_push,fifo_push,44,81,1.840909,37,176,324,5,5,1,1,1,1,12,18,
larger,exact_name,frame_channel_vb2_put,frame_channel_vb2_put,44,68,1.545455,24,176,272,3,2,2,3,1,1,6,6,
larger,exact_name,frame_channel_vidioc_streamon,frame_channel_vidioc_streamon,44,62,1.409091,18,176,248,2,2,3,4,1,1,12,12,
larger,exact_name,ae_gain,ae_gain,43,83,1.930233,40,172,332,4,8,1,1,3,1,2,2,
larger,exact_name,iridix_update,iridix_update,43,73,1.697674,30,172,292,4,4,1,1,1,1,5,12,
larger,exact_name,AE_fsm_process_event,AE_fsm_process_event,43,72,1.674419,29,172,288,10,12,2,2,1,1,4,4,
larger,exact_name,mesh_shading_modulate_strength,mesh_shading_modulate_strength,43,67,1.558140,24,172,268,1,0,4,5,0,1,10,10,
larger,exact_name,test_pattern,test_pattern,43,63,1.465116,20,172,252,5,6,3,3,1,1,6,6,
larger,exact_name,system_chardev_read,system_chardev_read,42,76,1.809524,34,168,304,3,4,3,6,1,1,18,26,
larger,exact_name,system_chardev_write,system_chardev_write,42,74,1.761905,32,168,296,3,4,3,6,1,1,18,26,
larger,exact_name,cmos_analog_gain_update,cmos_analog_gain_update,42,70,1.666667,28,168,280,5,5,3,3,1,1,6,8,
larger,exact_name,tx_isp_free_irq,tx_isp_free_irq,42,70,1.666667,28,168,280,2,5,4,4,2,1,10,10,
larger,replacement,apical_isp_stab_g_attr.isra.0,apical_isp_stab_g_attr,41,75,1.829268,34,164,300,1,1,4,4,1,1,12,12,
larger,exact_name,saturation_modulate_strength,saturation_modulate_strength,41,63,1.536585,22,164,252,0,0,4,4,1,1,10,10,
larger,exact_name,iridix_strength,iridix_strength,40,68,1.700000,28,160,272,7,9,1,1,3,1,6,8,
larger,exact_name,isp_io_read_sample,isp_io_read_sample,39,71,1.820513,32,156,284,12,12,1,4,1,1,7,8,
larger,exact_name,cmos_digital_gain_update,cmos_digital_gain_update,39,66,1.692308,27,156,264,2,2,4,4,1,1,8,8,
larger,exact_name,isp_fops_open,isp_fops_open,39,59,1.512821,20,156,236,3,4,2,3,1,1,17,16,
larger,exact_name,defect_pixel_table_read,defect_pixel_table_read,39,52,1.333333,13,156,208,4,5,1,1,2,1,2,2,
larger,exact_name,apical_event_queue_push,apical_event_queue_push,38,59,1.552632,21,152,236,4,3,1,1,1,1,8,10,
larger,exact_name,frame_channel_vidioc_dqbuf,frame_channel_vidioc_dqbuf,38,53,1.394737,15,152,212,1,0,3,4,0,1,12,12,
larger,exact_name,sharpening_fsm_switch_state,sharpening_fsm_switch_state,37,61,1.648649,24,148,244,6,7,1,3,1,1,6,6,
larger,exact_name,cmos_calc_target_gain,cmos_calc_target_gain,36,71,1.972222,35,144,284,3,4,2,2,1,1,3,4,
larger,exact_name,buffer_data_type,buffer_data_type,36,56,1.555556,20,144,224,4,4,2,3,1,1,4,6,
larger,exact_name,apical_init,apical_init,36,54,1.500000,18,144,216,1,2,7,9,0,1,18,20,
larger,exact_name,isp_debug_init,isp_debug_init,35,60,1.714286,25,140,240,2,5,3,3,1,1,17,24,
larger,replacement,sinfo_count_show,tx_isp_sinfo_count_show,35,60,1.714286,25,140,240,0,4,3,3,1,1,14,16,
larger,exact_name,crop_fsm_process_interrupt,crop_fsm_process_interrupt,35,56,1.600000,21,140,224,3,3,3,4,1,1,8,8,
larger,exact_name,apical_fw_raise_event,apical_fw_raise_event,35,54,1.542857,19,140,216,4,4,3,4,1,1,10,10,
larger,exact_name,general_frame_end,general_frame_end,33,64,1.939394,31,132,256,1,2,3,3,1,1,4,4,
larger,exact_name,get_point,get_point,33,61,1.848485,28,132,244,2,2,1,1,1,1,8,4,
larger,exact_name,check_csi_error,check_csi_error,33,57,1.727273,24,132,228,3,3,3,3,0,0,12,16,
larger,exact_name,free_tx_isp_priv_param_manage,free_tx_isp_priv_param_manage,33,57,1.727273,24,132,228,3,3,4,4,1,1,10,26,
larger,exact_name,system_init_interrupt,system_init_interrupt,33,47,1.424242,14,132,196,2,4,1,1,1,1,6,6,
larger,exact_name,AE_request_interrupt,AE_request_interrupt,33,46,1.393939,13,132,184,3,3,1,2,1,1,4,4,
larger,exact_name,AWB_request_interrupt,AWB_request_interrupt,33,46,1.393939,13,132,184,3,3,1,2,1,1,4,4,
larger,exact_name,cmos_request_interrupt,cmos_request_interrupt,33,46,1.393939,13,132,184,3,3,1,2,1,1,4,4,
larger,exact_name,color_matrix_request_interrupt,color_matrix_request_interrupt,33,46,1.393939,13,132,184,3,3,1,2,1,1,4,4,
larger,exact_name,crop_request_interrupt,crop_request_interrupt,33,46,1.393939,13,132,184,3,3,1,2,1,1,4,4,
larger,exact_name,dis_request_interrupt,dis_request_interrupt,33,46,1.393939,13,132,184,3,3,1,2,1,1,4,4,
larger,exact_name,flash_request_interrupt,flash_request_interrupt,33,46,1.393939,13,132,184,3,3,1,2,1,1,4,4,
larger,exact_name,general_request_interrupt,general_request_interrupt,33,46,1.393939,13,132,184,3,3,1,2,1,1,4,4,
larger,exact_name,iridix_request_interrupt,iridix_request_interrupt,33,46,1.393939,13,132,184,3,3,1,2,1,1,4,4,
larger,exact_name,matrix_yuv_request_interrupt,matrix_yuv_request_interrupt,33,46,1.393939,13,132,184,3,3,1,2,1,1,4,4,
larger,exact_name,noise_reduction_request_interrupt,noise_reduction_request_interrupt,33,46,1.393939,13,132,184,3,3,1,2,1,1,4,4,
larger,exact_name,sensor_request_interrupt,sensor_request_interrupt,33,46,1.393939,13,132,184,3,3,1,2,1,1,4,4,
larger,exact_name,sharpening_request_interrupt,sharpening_request_interrupt,33,46,1.393939,13,132,184,3,3,1,2,1,1,4,4,
larger,exact_name,apical_sbus_write_data_u8,apical_sbus_write_data_u8,33,44,1.333333,11,132,176,2,2,1,1,1,1,2,2,
larger,exact_name,apical_sbus_read_data_u8,apical_sbus_read_data_u8,33,42,1.272727,9,132,168,2,2,1,1,1,1,2,2,
larger,exact_name,APICAL_READ_32,APICAL_READ_32,32,58,1.812500,26,128,232,5,6,0,1,2,1,4,4,
larger,exact_name,system_chardev_init,system_chardev_init,32,58,1.812500,26,128,232,0,2,1,1,1,1,14,8,
larger,exact_name,frame_channel_vidioc_qbuf,frame_channel_vidioc_qbuf,32,46,1.437500,14,128,184,1,0,3,4,0,1,12,12,
larger,exact_name,frame_channel_vidioc_querybuf,frame_channel_vidioc_querybuf,32,44,1.375000,12,128,176,1,0,3,4,0,1,12,12,
larger,exact_name,leading_one_position,leading_one_position,31,58,1.870968,27,124,232,5,7,0,0,1,1,0,0,
larger,exact_name,AE_fsm_process_state,AE_fsm_process_state,31,44,1.419355,13,124,176,5,7,1,1,1,1,2,2,
larger,exact_name,get_index,get_index,28,52,1.857143,24,112,208,4,6,1,1,1,1,2,2,
larger,exact_name,matrix_yuv_fsm_switch_state,matrix_yuv_fsm_switch_state,28,50,1.785714,22,112,200,5,5,1,3,1,1,6,6,
larger,exact_name,APICAL_READ_16,APICAL_READ_16,28,46,1.642857,18,112,184,3,4,0,1,1,1,4,6,
larger,exact_name,csi_phy_stop,csi_phy_stop,28,45,1.607143,17,112,180,0,0,1,4,1,1,4,10,
larger,exact_name,frame_channel_vidioc_g_crop,frame_channel_vidioc_g_crop,28,44,1.571429,16,112,176,0,0,3,2,1,1,6,4,
larger,exact_name,color_matrix_fsm_process_state,color_matrix_fsm_process_state,28,36,1.285714,8,112,152,4,4,1,1,1,1,2,2,
larger,exact_name,apical_interrupt_frame_start,apical_interrupt_frame_start,27,46,1.703704,19,108,184,0,0,1,1,1,1,2,2,
larger,exact_name,apical_interrupt_awb_stats,apical_interrupt_awb_stats,27,44,1.629630,17,108,176,1,1,1,1,1,1,4,4,
larger,exact_name,apical_interrupt_fpga_frame_wdr,apical_interrupt_fpga_frame_wdr,27,44,1.629630,17,108,176,1,1,1,1,1,1,4,4,
larger,exact_name,apical_interrupt_frame_buffer_ds,apical_interrupt_frame_buffer_ds,27,44,1.629630,17,108,176,1,1,1,1,1,1,4,4,
larger,exact_name,apical_interrupt_ae_stats,apical_interrupt_ae_stats,27,43,1.592593,16,108,172,1,1,1,1,1,1,4,4,
larger,exact_name,apical_interrupt_frame_buffer_ds2,apical_interrupt_frame_buffer_ds2,27,43,1.592593,16,108,172,1,1,1,1,1,1,4,4,
larger,exact_name,apical_interrupt_frame_buffer_fr,apical_interrupt_frame_buffer_fr,27,43,1.592593,16,108,172,1,1,1,1,1,1,4,4,
larger,exact_name,noise_reduction_hw_init,noise_reduction_hw_init,26,39,1.500000,13,104,156,1,0,3,4,0,1,4,4,
larger,exact_name,disable_all_frame_buffers,disable_all_frame_buffers,26,37,1.423077,11,104,148,1,0,3,4,0,1,4,8,
larger,exact_name,crop_resolution_changed,crop_resolution_changed,26,36,1.384615,10,104,144,1,0,3,4,0,1,8,8,
larger,exact_name,tx_isp_media_pipeline_unprepare,tx_isp_media_pipeline_unprepare,25,34,1.360000,9,100,136,2,4,2,2,2,1,4,4,
larger,exact_name,fps_mode,fps_mode,24,40,1.666667,16,96,160,3,4,1,1,2,1,2,2,
larger,exact_name,tx_isp_frame_channel_device_unregister,tx_isp_frame_channel_device_unregister,24,34,1.416667,10,96,144,0,0,2,2,1,1,7,8,
larger,exact_name,iir_filter_reset,iir_filter_reset,23,33,1.434783,10,92,132,2,2,1,1,2,1,2,2,
larger,exact_name,apical_init_calibrations,apical_init_calibrations,22,40,1.818182,18,88,160,5,6,1,2,0,1,4,4,
larger,exact_name,cmos_convert_integration_time_ms2lines,cmos_convert_integration_time_ms2lines,22,38,1.727273,16,88,152,0,0,1,1,1,1,0,0,
larger,exact_name,frame_channel_v4l2_poll,frame_channel_v4l2_poll,22,34,1.545455,12,88,136,1,0,2,3,0,1,6,6,
larger,exact_name,isp_fops_release,isp_fops_release,22,34,1.545455,12,88,136,1,2,2,3,1,1,9,12,
larger,exact_name,dis_fsm_process_interrupt,dis_fsm_process_interrupt,22,31,1.409091,9,88,124,2,2,1,2,1,1,4,4,
larger,exact_name,cmos_init,cmos_init,21,29,1.380952,8,84,116,1,0,2,3,0,1,6,6,
larger,exact_name,image_tuning_v4l2_close,image_tuning_v4l2_close,20,36,1.800000,16,80,144,1,2,2,2,1,1,4,4,
larger,exact_name,init_semaphore,init_semaphore,20,36,1.800000,16,80,152,0,0,1,1,1,1,4,2,
larger,exact_name,_init_fps_cnt,_init_fps_cnt,20,33,1.650000,13,80,132,1,0,1,2,0,1,4,4,
larger,exact_name,selftest_isp_revision,selftest_isp_revision,20,30,1.500000,10,80,120,1,2,1,1,1,1,2,2,
larger,exact_name,isp_frame_done_wakeup,isp_frame_done_wakeup,19,32,1.684211,13,76,128,1,0,0,1,0,1,11,12,
larger,exact_name,selftest_sensor_id,selftest_sensor_id,19,32,1.684211,13,76,128,1,2,1,1,1,1,0,0,
larger,exact_name,tx_isp_md_link_notify,tx_isp_md_link_notify,19,27,1.421053,8,76,108,0,0,1,1,1,1,6,6,
larger,exact_name,iridix_fsm_clear,iridix_fsm_clear,18,35,1.944444,17,72,140,0,0,1,1,1,1,2,2,
larger,exact_name,apical_api_read_buffer,apical_api_read_buffer,18,34,1.888889,16,72,136,4,3,0,0,1,1,5,4,
larger,exact_name,cmos_get_lines_per_second,cmos_get_lines_per_second,18,34,1.888889,16,72,136,0,1,1,1,1,1,2,2,
larger,exact_name,frame_channel_v4l2_mmap,frame_channel_v4l2_mmap,18,33,1.833333,15,72,132,1,0,2,3,0,1,6,6,
larger,exact_name,dis_get_settings,dis_get_settings,18,28,1.555556,10,72,112,3,3,1,1,2,1,2,2,
larger,exact_name,sensor_alloc_analog_gain,sensor_alloc_analog_gain,18,28,1.555556,10,72,112,0,0,1,1,1,1,2,2,
larger,exact_name,sensor_alloc_digital_gain,sensor_alloc_digital_gain,18,28,1.555556,10,72,112,0,0,1,1,1,1,2,2,
larger,exact_name,write_to_flash_output_port,write_to_flash_output_port,18,23,1.277778,5,72,92,1,0,1,2,0,1,4,4,
larger,exact_name,dis_set_settings,dis_set_settings,17,29,1.705882,12,68,116,3,3,1,1,2,1,2,2,
larger,exact_name,_GET_SIZE,_GET_SIZE,17,28,1.647059,11,68,112,1,1,1,1,1,1,2,2,
larger,exact_name,wait_semaphore,wait_semaphore,17,25,1.470588,8,68,100,1,0,1,2,0,1,4,4,
larger,exact_name,cmos_antiflicker_update,cmos_antiflicker_update,16,31,1.937500,15,64,124,1,1,1,1,1,1,2,2,
larger,exact_name,I2C_write,I2C_write,16,27,1.687500,11,64,108,0,0,1,1,1,1,6,6,
larger,exact_name,I2C_read,I2C_read,16,24,1.500000,8,64,96,0,0,1,1,1,1,6,6,
larger,exact_name,interpl,interpl,15,28,1.866667,13,60,112,1,1,0,0,1,2,0,0,
larger,exact_name,_GET_LEN,_GET_LEN,15,25,1.666667,10,60,100,1,1,1,1,1,1,2,2,
larger,exact_name,tx_isp_image_tuning_device_release,tx_isp_image_tuning_device_release,15,20,1.333333,5,60,80,1,0,1,2,0,1,4,4,
larger,exact_name,dis_reset,dis_reset,14,26,1.857143,12,56,104,2,4,1,1,2,1,2,2,
larger,exact_name,apical_calibrations_init,apical_calibrations_init,14,23,1.642857,9,56,92,1,2,1,1,2,1,2,2,
larger,exact_name,system_reset_sensor,system_reset_sensor,14,20,1.428571,6,56,80,1,0,1,2,0,1,8,8,
larger,exact_name,csi_g_ctrl,csi_g_ctrl,14,18,1.285714,4,56,72,0,0,1,1,1,1,6,6,
larger,exact_name,csi_s_ctrl,csi_s_ctrl,14,18,1.285714,4,56,72,0,0,1,1,1,1,6,6,
larger,exact_name,vic_core_reset,vic_core_reset,14,18,1.285714,4,56,72,0,0,1,1,1,1,6,6,
larger,exact_name,_GET_LUT_PTR,_GET_LUT_PTR,13,25,1.923077,12,52,100,2,3,1,1,1,1,2,2,
larger,exact_name,release_tx_isp_video_in_device,release_tx_isp_video_in_device,13,24,1.846154,11,52,96,1,0,1,2,0,1,4,4,
larger,exact_name,_GET_COLS,_GET_COLS,13,21,1.615385,8,52,84,1,1,1,1,1,1,2,2,
larger,exact_name,_GET_ROWS,_GET_ROWS,13,21,1.615385,8,52,84,1,1,1,1,1,1,2,2,
larger,exact_name,_GET_WIDTH,_GET_WIDTH,13,21,1.615385,8,52,84,1,1,1,1,1,1,2,2,
larger,exact_name,cleanup_module,cleanup_module,13,19,1.461538,6,52,76,1,0,1,3,0,1,6,6,
larger,exact_name,destroy_semaphore,destroy_semaphore,13,17,1.307692,4,52,68,0,0,1,1,1,1,2,2,
larger,exact_name,mem_read_u16,mem_read_u16,10,18,1.800000,8,40,72,1,1,0,0,2,2,0,0,
larger,exact_name,apical_sensor_early_init,apical_sensor_early_init,10,17,1.700000,7,40,68,2,2,0,0,1,2,3,4,
larger,exact_name,apical_get_current_isp_index,apical_get_current_isp_index,10,13,1.300000,3,40,52,0,0,1,1,1,1,2,2,
larger,exact_name,GET_API2FRM_IDX,GET_API2FRM_IDX,3,4,1.333333,1,12,16,0,0,0,0,1,1,2,2,
larger,exact_name,apical_custom_sequence,apical_custom_sequence,3,4,1.333333,1,12,16,0,0,0,0,1,1,2,2,
larger,exact_name,apical_get_fw,apical_get_fw,3,4,1.333333,1,12,16,0,0,0,0,1,1,2,2,
larger,exact_name,get_current_set,get_current_set,3,4,1.333333,1,12,16,0,0,0,0,1,1,2,2,
larger,exact_name,system_timer_frequency,system_timer_frequency,3,4,1.333333,1,12,16,0,0,0,0,1,1,0,0,
larger,exact_name,awb_process_temp_and_shift,awb_process_temp_and_shift,2,3,1.500000,1,8,12,0,0,0,0,1,1,0,0,
larger,exact_name,awb_zones_calculate,awb_zones_calculate,2,3,1.500000,1,8,12,0,0,0,0,1,1,0,0,
larger,exact_name,crop_fsm_clear,crop_fsm_clear,2,3,1.500000,1,8,12,0,0,0,0,1,1,0,0,
larger,exact_name,defect_pixel_fsm_clear,defect_pixel_fsm_clear,2,3,1.500000,1,8,12,0,0,0,0,1,1,0,0,
larger,exact_name,preview_set_supported,preview_set_supported,2,3,1.500000,1,8,12,0,0,0,0,1,1,0,0,
larger,exact_name,sensor_fps_change,sensor_fps_change,2,3,1.500000,1,8,12,0,0,0,0,1,1,0,0,
larger,exact_name,sensor_hw_reset_disable,sensor_hw_reset_disable,2,3,1.500000,1,8,12,0,0,0,0,1,1,0,0,
larger,exact_name,sensor_hw_reset_enable,sensor_hw_reset_enable,2,3,1.500000,1,8,12,0,0,0,0,1,1,0,0,
larger,exact_name,sensor_start_calibrate,sensor_start_calibrate,2,3,1.500000,1,8,12,0,0,0,0,1,1,0,0,
larger,exact_name,sensor_stop_calibrate,sensor_stop_calibrate,2,3,1.500000,1,8,12,0,0,0,0,1,1,0,0,
larger,exact_name,shading_mesh_init,shading_mesh_init,2,3,1.500000,1,8,12,0,0,0,0,1,1,0,0,
larger,exact_name,spi_init_access,spi_init_access,2,3,1.500000,1,8,12,0,0,0,0,1,1,0,0,
larger,exact_name,system_timer_init,system_timer_init,2,3,1.500000,1,8,12,0,0,0,0,1,1,0,0,
larger,exact_name,system_uart_open,system_uart_open,2,3,1.500000,1,8,12,0,0,0,0,1,1,0,0,
recovered_only,recovered_only,,__check_printsym_format,,7,,,,28,,0,,0,,1,,0,
recovered_only,recovered_only,,apical_isp_ae_comp_g_ctrl,,52,,,,208,,2,,2,,1,,8,
recovered_only,recovered_only,,apical_isp_ae_comp_s_ctrl,,49,,,,196,,2,,2,,1,,8,
recovered_only,recovered_only,,apical_isp_ae_g_attr,,146,,,,584,,1,,6,,1,,14,
recovered_only,recovered_only,,apical_isp_ae_g_roi,,51,,,,204,,2,,2,,1,,8,
recovered_only,recovered_only,,apical_isp_ae_hist_g_attr,,152,,,,608,,1,,12,,1,,26,
recovered_only,recovered_only,,apical_isp_ae_hist_s_attr,,180,,,,720,,1,,14,,1,,30,
recovered_only,recovered_only,,apical_isp_ae_s_control,,266,,,,1064,,17,,8,,1,,18,
recovered_only,recovered_only,,apical_isp_ae_s_roi,,49,,,,196,,2,,2,,1,,8,
recovered_only,recovered_only,,apical_isp_af_hist_g_attr,,220,,,,880,,1,,22,,1,,46,
recovered_only,recovered_only,,apical_isp_af_s_control,,292,,,,1168,,6,,17,,1,,36,
recovered_only,recovered_only,,apical_isp_antifog_s_control,,123,,,,492,,10,,4,,1,,8,
recovered_only,recovered_only,,apical_isp_awb_hist_g_attr,,162,,,,648,,1,,14,,1,,30,
recovered_only,recovered_only,,apical_isp_awb_hist_s_attr,,249,,,,996,,1,,20,,1,,42,
recovered_only,recovered_only,,apical_isp_blacklevel_s_control,,50,,,,200,,0,,3,,1,,6,
recovered_only,recovered_only,,apical_isp_bypass_s_control,,277,,,,1116,,8,,21,,1,,42,
recovered_only,recovered_only,,apical_isp_drc_s_control,,193,,,,772,,12,,6,,1,,28,
recovered_only,recovered_only,,apical_isp_dynamic_dp_s_attr,,259,,,,1036,,2,,19,,1,,40,
recovered_only,recovered_only,,apical_isp_dynamic_dp_s_control,,123,,,,492,,2,,7,,1,,14,
recovered_only,recovered_only,,apical_isp_ev_g_attr,,279,,,,1116,,14,,14,,1,,54,
recovered_only,recovered_only,,apical_isp_expr_g_ctrl,,162,,,,648,,6,,6,,1,,22,
recovered_only,recovered_only,,apical_isp_expr_s_ctrl,,187,,,,748,,14,,7,,1,,28,
recovered_only,recovered_only,,apical_isp_freeze_s_control,,50,,,,200,,0,,3,,1,,6,
recovered_only,recovered_only,,apical_isp_hi_light_depress_g_ctrl,,217,,,,868,,14,,10,,1,,34,
recovered_only,recovered_only,,apical_isp_lens_shad_s_attr,,435,,,,1740,,8,,30,,1,,62,
recovered_only,recovered_only,,apical_isp_lens_shad_s_control,,73,,,,292,,0,,5,,1,,10,
recovered_only,recovered_only,,apical_isp_max_again_g_ctrl,,53,,,,212,,2,,2,,1,,8,
recovered_only,recovered_only,,apical_isp_max_again_s_ctrl,,50,,,,200,,2,,2,,1,,8,
recovered_only,recovered_only,,apical_isp_max_dgain_g_ctrl,,53,,,,212,,2,,2,,1,,8,
recovered_only,recovered_only,,apical_isp_max_dgain_s_ctrl,,50,,,,200,,2,,2,,1,,8,
recovered_only,recovered_only,,apical_isp_rgb_coefft_wb_g_ctrl,,79,,,,316,,1,,5,,1,,12,
recovered_only,recovered_only,,apical_isp_rgb_coefft_wb_s_ctrl,,118,,,,472,,1,,8,,1,,18,
recovered_only,recovered_only,,apical_isp_sinter_dns_s_attr,,136,,,,544,,5,,5,,1,,12,
recovered_only,recovered_only,,apical_isp_sinter_dns_s_control,,50,,,,200,,0,,3,,1,,6,
recovered_only,recovered_only,,apical_isp_static_dp_s_attr,,74,,,,296,,1,,3,,1,,8,
recovered_only,recovered_only,,apical_isp_static_dp_s_control,,50,,,,200,,0,,3,,1,,6,
recovered_only,recovered_only,,apical_isp_table_g_attr,,428,,,,1712,,20,,15,,1,,48,
recovered_only,recovered_only,,apical_isp_table_s_attr,,242,,,,968,,9,,11,,1,,36,
recovered_only,recovered_only,,apical_isp_temper_dns_g_attr,,130,,,,520,,4,,5,,1,,16,
recovered_only,recovered_only,,apical_isp_temper_dns_g_strength,,8,,,,32,,0,,0,,1,,0,
recovered_only,recovered_only,,apical_isp_temper_dns_s_attr,,113,,,,452,,3,,4,,1,,10,
recovered_only,recovered_only,,apical_isp_temper_dns_s_control,,255,,,,1020,,11,,16,,1,,36,
recovered_only,recovered_only,,apical_isp_temper_dns_s_strength,,69,,,,276,,2,,2,,1,,4,
recovered_only,recovered_only,,apical_isp_wait_frame_done,,127,,,,508,,2,,5,,1,,14,
recovered_only,recovered_only,,apical_isp_wb_g_ctrl,,206,,,,824,,10,,10,,1,,38,
recovered_only,recovered_only,,apical_isp_wb_s_control,,409,,,,1636,,38,,11,,1,,26,
recovered_only,recovered_only,,apical_isp_wb_s_ctrl,,209,,,,836,,13,,10,,1,,38,
recovered_only,recovered_only,,apical_isp_wb_statis_g_ctrl,,33,,,,132,,0,,2,,1,,4,
recovered_only,recovered_only,,apical_isp_wdr_lut_s_control,,5,,,,20,,0,,0,,1,,0,
recovered_only,recovered_only,,apical_wb_mode_to_isp,,110,,,,440,,26,,0,,1,,0,
recovered_only,recovered_only,,calc_adjust_modulation_u16_recovered,,216,,,,864,,8,,0,,1,,0,
recovered_only,recovered_only,,calc_scaled_modulation_u16_recovered,,335,,,,1340,,25,,0,,1,,0,
recovered_only,recovered_only,,crc32,,37,,,,148,,2,,0,,1,,2,
recovered_only,recovered_only,,csi_core_write_part,,56,,,,224,,0,,0,,1,,0,
recovered_only,recovered_only,,csi_event_disable,,73,,,,292,,6,,0,,1,,0,
recovered_only,recovered_only,,csi_phy_ready,,75,,,,300,,9,,2,,1,,10,
recovered_only,recovered_only,,csi_phy_release,,28,,,,112,,0,,2,,1,,4,
recovered_only,recovered_only,,dis_initialize_recovered_broken,,124,,,,496,,4,,5,,1,,10,
recovered_only,recovered_only,,frame_buffer_mmap_init,,115,,,,460,,5,,4,,1,,14,
recovered_only,recovered_only,,frame_channel_dmabuf_attach,,114,,,,456,,9,,4,,1,,8,
recovered_only,recovered_only,,frame_channel_dmabuf_detach,,97,,,,388,,8,,3,,1,,6,
recovered_only,recovered_only,,frame_channel_dmabuf_kmap,,14,,,,56,,0,,0,,1,,0,
recovered_only,recovered_only,,frame_channel_dmabuf_map,,209,,,,836,,16,,3,,1,,8,
recovered_only,recovered_only,,frame_channel_dmabuf_mmap,,16,,,,64,,0,,1,,1,,2,
recovered_only,recovered_only,,frame_channel_dmabuf_release,,15,,,,60,,0,,1,,1,,2,
recovered_only,recovered_only,,frame_channel_dmabuf_resolver_register,,12,,,,48,,0,,1,,1,,4,
recovered_only,recovered_only,,frame_channel_dmabuf_resolver_unregister,,13,,,,52,,0,,1,,1,,4,
recovered_only,recovered_only,,frame_channel_dmabuf_unmap,,6,,,,24,,0,,0,,1,,0,
recovered_only,recovered_only,,frame_channel_dmabuf_vmap,,10,,,,40,,0,,0,,1,,0,
recovered_only,recovered_only,,frame_channel_resolve_dma,,189,,,,756,,17,,6,,1,,18,
recovered_only,recovered_only,,frame_channel_vb2_get_dmabuf,,55,,,,220,,3,,1,,1,,6,
recovered_only,recovered_only,,frame_channel_vidioc_expbuf,,34,,,,136,,0,,3,,1,,6,
recovered_only,recovered_only,,full_the_tables_space,,49,,,,204,,2,,0,,1,,0,
recovered_only,recovered_only,,isp_client_state_assign,,13,,,,52,,0,,0,,1,,0,
recovered_only,recovered_only,,isp_client_state_equal,,20,,,,80,,2,,0,,2,,0,
recovered_only,recovered_only,,isp_client_state_open,,19,,,,76,,1,,0,,2,,0,
recovered_only,recovered_only,,isp_client_state_release,,6,,,,24,,0,,0,,1,,0,
recovered_only,recovered_only,,isp_config_input_port,,507,,,,2028,,46,,22,,1,,94,
recovered_only,recovered_only,,isp_core_config_dma_channel_write,,500,,,,2000,,71,,18,,1,,36,
recovered_only,recovered_only,,isp_core_config_frame_channel_attr,,66,,,,272,,2,,0,,1,,2,
recovered_only,recovered_only,,isp_core_device_platform_release,,4,,,,16,,0,,0,,1,,0,
recovered_only,recovered_only,,isp_core_frame_channel_deinit,,33,,,,132,,0,,3,,1,,6,
recovered_only,recovered_only,,isp_core_frame_channel_init,,206,,,,840,,7,,8,,1,,22,
recovered_only,recovered_only,,isp_core_init_clk,,223,,,,892,,14,,8,,1,,26,
recovered_only,recovered_only,,isp_csi_init_clk,,4,,,,16,,0,,0,,1,,0,
recovered_only,recovered_only,,isp_csi_release_clk,,4,,,,16,,0,,0,,1,,0,
recovered_only,recovered_only,,isp_csi_set_clk,,5,,,,20,,0,,0,,1,,0,
