classification,match_kind,oem_name,recovered_names,oem_instructions,recovered_instructions,instruction_ratio,instruction_delta,oem_bytes,recovered_bytes,oem_branches,recovered_branches,oem_calls,recovered_calls,oem_returns,recovered_returns,oem_relocations,recovered_relocations,missing_replacement_targets
recovered_only,recovered_only,,isp_sen_reg_write,,166,,,,664,,18,,3,,1,,10,
recovered_only,recovered_only,,isp_set_buffer_address_vflip_disable,,75,,,,300,,2,,2,,1,,4,
recovered_only,recovered_only,,isp_set_buffer_address_vflip_enable,,124,,,,496,,5,,3,,1,,6,
recovered_only,recovered_only,,isp_set_buffer_lineoffset_vflip_disable,,56,,,,224,,2,,2,,1,,4,
recovered_only,recovered_only,,isp_set_buffer_lineoffset_vflip_enable,,76,,,,304,,3,,3,,1,,6,
recovered_only,recovered_only,,isp_vic_init_clk,,225,,,,900,,14,,8,,1,,24,
recovered_only,recovered_only,,isp_vic_release_clk,,45,,,,180,,4,,2,,1,,4,
recovered_only,recovered_only,,isp_vic_set_clk,,61,,,,244,,6,,2,,1,,4,
recovered_only,recovered_only,,isp_wb_mode_to_apical,,110,,,,440,,26,,0,,1,,0,
recovered_only,recovered_only,,media_device_platform_release,,4,,,,16,,0,,0,,1,,0,
recovered_only,recovered_only,,mipi_csih_dphy_test_data_in,,21,,,,84,,0,,0,,1,,0,
recovered_only,recovered_only,,mipi_csih_dphy_test_data_out,,3,,,,12,,0,,0,,1,,0,
recovered_only,recovered_only,,mipi_csih_dphy_test_en,,21,,,,84,,0,,1,,1,,2,
recovered_only,recovered_only,,noise_reduction_initialize_recovered,,100,,,,400,,0,,6,,1,,16,
recovered_only,recovered_only,,noise_reduction_update_recovered,,516,,,,2064,,12,,38,,1,,78,
recovered_only,recovered_only,,pop_buffer_fifo,,47,,,,188,,2,,0,,1,,0,
recovered_only,recovered_only,,sinter_strength_calculate_recovered,,463,,,,1852,,2,,27,,1,,68,
recovered_only,recovered_only,,t20_ae_corrected_target,,67,,,,268,,1,,4,,1,,10,
recovered_only,recovered_only,,t20_ae_exposure_correction,,181,,,,724,,15,,7,,1,,14,
recovered_only,recovered_only,,t20_ae_metered_mean,,123,,,,492,,6,,1,,1,,2,
recovered_only,recovered_only,,t20_daynight_work,,31,,,,124,,1,,2,,1,,8,
recovered_only,recovered_only,,t20_iridix_lut_signature,,110,,,,440,,9,,3,,1,,6,
recovered_only,recovered_only,,t20_iridix_record_lut_signatures,,90,,,,360,,3,,4,,1,,46,
recovered_only,recovered_only,,temper_strength_calculate_recovered,,166,,,,664,,6,,4,,1,,20,
recovered_only,recovered_only,,tx_isp_create_media_link_and_pipeline,,107,,,,428,,7,,2,,1,,8,
recovered_only,recovered_only,,tx_isp_init,,12,,,,48,,0,,1,,1,,4,
recovered_only,recovered_only,,tx_isp_notify_call_ioctrl,,80,,,,320,,11,,1,,1,,0,
recovered_only,recovered_only,,tx_isp_notify_sync_video_in,,86,,,,344,,11,,1,,1,,0,
recovered_only,recovered_only,,tx_isp_sinfo_events_open,,16,,,,64,,0,,1,,1,,4,
recovered_only,recovered_only,,tx_isp_sinfo_events_show,,147,,,,588,,5,,8,,1,,54,
recovered_only,recovered_only,,tx_isp_sinfo_key_supported,,60,,,,240,,13,,0,,1,,0,
recovered_only,recovered_only,,tx_isp_sinfo_pointer_at,,14,,,,56,,1,,0,,2,,0,
recovered_only,recovered_only,,tx_isp_sinfo_s32_at,,14,,,,56,,1,,0,,2,,0,
recovered_only,recovered_only,,tx_isp_sinfo_slot_sync_compat,,4,,,,16,,0,,0,,1,,0,
recovered_only,recovered_only,,tx_isp_sinfo_slot_unpublish,,24,,,,96,,1,,1,,1,,4,
recovered_only,recovered_only,,tx_isp_sinfo_u32_at,,14,,,,56,,1,,0,,2,,0,
recovered_only,recovered_only,,tx_isp_t20_awb_apply_static_gains,,119,,,,476,,11,,2,,1,,32,
recovered_only,recovered_only,,tx_isp_t20_awb_known_source_weight,,176,,,,704,,5,,0,,1,,0,
recovered_only,recovered_only,,tx_isp_t20_awb_mesh_lookup,,251,,,,1004,,8,,0,,1,,0,
recovered_only,recovered_only,,tx_isp_t20_awb_u16_table,,51,,,,204,,4,,4,,1,,8,
recovered_only,recovered_only,,tx_isp_t20_awb_u8_vector,,49,,,,196,,4,,4,,1,,8,
recovered_only,recovered_only,,tx_isp_t20_awb_write_gains,,75,,,,300,,0,,8,,1,,24,
recovered_only,recovered_only,,tx_isp_t20_simple_ae_apply,,687,,,,2748,,47,,11,,1,,46,
recovered_only,recovered_only,,tx_isp_t20_simple_awb_update,,1147,,,,4588,,60,,18,,1,,134,
recovered_only,recovered_only,,vic_interrupts_enable,,19,,,,76,,0,,1,,1,,0,
similar,replacement,isp_core_ops_g_ctrl,"apical_isp_core_ops_g_ctrl,isp_core_ops_g_ctrl",1256,1219,0.970541,-37,5024,4876,120,147,124,45,1,2,236,110,
similar,exact_name,register_tx_isp_core_device,register_tx_isp_core_device,509,607,1.192534,98,2036,2428,37,28,56,42,1,1,187,146,
similar,exact_name,isp_core_video_s_stream,isp_core_video_s_stream,408,421,1.031863,13,1632,1684,36,16,34,28,1,1,78,80,
similar,replacement,isp_configure_base_addr.isra.0,isp_configure_base_addr,156,134,0.858974,-22,624,536,15,10,4,4,1,1,4,8,
similar,replacement,isp_modify_dma_direction.isra.0,isp_modify_dma_direction,72,71,0.986111,-1,288,284,9,6,3,3,2,1,4,6,
similar,exact_name,release_tx_isp_vic_device,release_tx_isp_vic_device,69,80,1.159420,11,276,320,5,3,7,7,0,1,18,16,
similar,replacement,isp_core_release_clk.isra.0,isp_core_release_clk,39,45,1.153846,6,156,180,4,4,1,2,1,1,4,4,
similar,exact_name,read_data,read_data,36,43,1.194444,7,144,172,0,0,4,4,1,1,2,2,
similar,exact_name,get_calibration_description,get_calibration_description,34,40,1.176471,6,136,160,1,2,3,3,1,1,6,6,
similar,exact_name,isp_printf,isp_printf,33,41,1.242424,8,132,164,2,2,2,2,1,1,8,8,
similar,exact_name,defect_pixel_request_interrupt,defect_pixel_request_interrupt,33,39,1.181818,6,132,156,3,3,1,2,1,1,4,4,
similar,exact_name,csi_set_on_lanes,csi_set_on_lanes,28,33,1.178571,5,112,132,0,0,1,2,1,1,6,8,
similar,exact_name,flash_fsm_process_state,flash_fsm_process_state,28,32,1.142857,4,112,136,4,4,1,1,1,1,2,2,
similar,exact_name,defect_pixel_fsm_process_state,defect_pixel_fsm_process_state,28,31,1.107143,3,112,132,4,4,1,1,1,1,2,2,
similar,exact_name,dis_fsm_process_state,dis_fsm_process_state,28,31,1.107143,3,112,132,4,4,1,1,1,1,2,2,
similar,exact_name,iridix_fsm_process_state,iridix_fsm_process_state,28,31,1.107143,3,112,132,4,4,1,1,1,1,2,2,
similar,exact_name,matrix_yuv_fsm_process_state,matrix_yuv_fsm_process_state,28,31,1.107143,3,112,132,4,4,1,1,1,1,2,2,
similar,exact_name,sharpening_fsm_process_state,sharpening_fsm_process_state,27,33,1.222222,6,108,140,4,4,1,1,1,1,2,2,
similar,exact_name,dump_isp_de_hilight_open,dump_isp_de_hilight_open,18,22,1.222222,4,72,88,1,0,1,2,0,1,6,6,
similar,exact_name,dump_isp_gamma_open,dump_isp_gamma_open,18,22,1.222222,4,72,88,1,0,1,2,0,1,6,6,
similar,exact_name,dump_isp_info_open,dump_isp_info_open,18,22,1.222222,4,72,88,1,0,1,2,0,1,6,6,
similar,exact_name,dump_isp_vic_frd_open,dump_isp_vic_frd_open,18,22,1.222222,4,72,88,1,0,1,2,0,1,6,6,
similar,exact_name,isp_cmd_open,isp_cmd_open,18,22,1.222222,4,72,88,1,0,1,2,0,1,6,6,
similar,exact_name,isp_debug_deinit,isp_debug_deinit,17,21,1.235294,4,68,84,0,0,2,2,1,1,6,8,
similar,replacement,sinfo_open,tx_isp_sinfo_open,17,21,1.235294,4,68,84,1,0,1,2,0,1,6,6,
similar,exact_name,matrix_yuv_update,matrix_yuv_update,14,17,1.214286,3,56,68,1,0,1,2,0,1,4,4,
similar,exact_name,vic_core_ops_init,vic_core_ops_init,13,14,1.076923,1,52,56,0,0,1,1,1,1,0,2,
similar,exact_name,dis_check_settings,dis_check_settings,6,7,1.166667,1,24,28,0,0,0,0,1,1,0,0,
similar,exact_name,awb_calc_avg_weighted_gr_gb,awb_calc_avg_weighted_gr_gb,4,5,1.250000,1,16,20,1,0,0,0,0,1,2,0,
same_instruction_count,exact_name,tx_isp_exit,tx_isp_exit,13,13,1.000000,0,52,52,1,0,1,1,0,1,6,4,
same_instruction_count,exact_name,check_vic_error,check_vic_error,11,11,1.000000,0,44,44,1,1,1,1,0,0,4,4,
